municipio,region,codigo_partido,PBG2021,bienes_2021,servicios_2021,agro_2021,industria_2021,PBG2022,bienes_2022,servicios_2022,agro_2022,industria_2022,poblacion,tipo,codigo_indec,PBG_per_capita,Peso_Agro,Peso_Industria,Peso_Servicios,Variacion_Total,Variacion_Bienes,Variacion_Servicios,Agroindustrial
LANUS,AMBA,434,6051940354.647596,1740289523.7933052,3203638758.181203,0,1522405154.185102,6330226080.282104,1821251175.7572708,3343248348.7686944,0,1600391188.9921541,461267,C,06434,13723.561582081753,0,25.281738261721507,52.814043390685725,4.5982892977588135,4.6521944111629034,4.357844349053632,Resto
LAPRIDA,Interior,448,227620893.58183214,96061553.65031262,105091860.50126795,84777015.27885237,4240218.706916923,231931369.55164573,94885873.87302102,109278126.73585878,82689765.78033611,4558378.309606761,11646,I,06448,19915.109870483062,35.652687232514715,1.9653996431869971,47.1165789031074,1.8937083946838664,-1.2238817014883558,3.98343526760602,Resto
LAS FLORES,Interior,455,390600504.7174112,151719524.3373692,181421500.26428178,93803148.48945738,36427696.20913763,445846117.98156285,186334592.92039052,192845107.88598782,100430547.16718325,58426262.6472702,27239,I,06455,16367.932669391786,22.525831921976355,13.10458032286519,43.25373713222789,14.143763921687793,22.815170779239956,6.296722056131687,Resto
LEANDRO N ALEM,Interior,462,399096489.35725176,233058893.5232024,118198072.06778145,201086162.0945176,25072829.641546156,387761990.02937263,215007727.71121758,123856968.18263383,175119296.5101735,27369668.516313523,17266,I,06462,22458.125218891037,45.16154265066268,7.058368076314106,31.941492814510205,-2.840039847539986,-7.7453237416094165,4.787638254883931,Resto
LEZAMA,Interior,466,110759445.27369216,45904483.60065184,51845442.8117522,40121679.085020274,2048369.2365033382,110190194.86779036,43940122.485297695,52786736.87702315,37371792.256148726,2228537.094773829,6221,I,06466,17712.61772509088,33.91571482470702,2.022445914945243,47.90511255593869,-0.5139520196179731,-4.279235842065435,1.815577250808209,Resto
LINCOLN,Interior,469,1034090652.2765495,568722621.9351811,342215136.9552109,467725908.5366322,76536275.33098076,1030660601.0880367,555506262.0741711,346675362.000823,451065125.0901873,79336815.900965,45506,I,06469,22648.89467516452,43.76466167562937,7.69766650798639,33.63622919463969,-0.3316973401666042,-2.32386744456182,1.3033394972811652,Resto
LOBERIA,Interior,476,711010984.7138135,493981206.39878654,151900467.39514878,463144741.697756,6477768.927810687,660481024.31396,443900707.7571813,151729247.16753104,412687472.5164641,7810417.68496314,18243,I,06476,36204.62776483911,62.48286586963214,1.1825347583718702,22.972536921122277,-7.106776334853986,-10.138138454031736,-0.11271869702173731,Resto
LOBOS,Interior,483,597600186.5993614,247163130.22549036,257367184.7771969,134472614.60596088,79827752.48950891,618497597.5538504,251366909.28403372,269332227.72226405,133972340.41270675,83443228.92874964,41760,I,06483,14810.766224948526,21.660931415508408,13.491277776787893,43.54620434864571,3.496888291385169,1.7008115468954403,4.6490165229981795,Resto
LOMAS DE ZAMORA,AMBA,490,8060476423.455387,2318217672.506914,4184401522.9919176,390421.88800978696,2079348484.3490317,8318515571.996389,2288413564.3722105,4422238590.829903,380007.92277824593,2061019998.4446762,690480,C,06490,12047.438842539088,0.004568217964963748,24.776295489341074,53.16139102650732,3.2012890427931473,-1.2856475251728003,5.683896885400412,Resto
LUJAN,Interior,497,1838661531.0071356,777703855.8705281,756398595.9042914,58367137.40819548,491830097.4804878,1990159009.6004388,869686337.487675,798346309.5257146,56613296.42359717,513641437.38293684,111251,I,06497,17888.908950035853,2.8446619667321627,25.809065250824347,40.114699663420225,8.239552306852243,11.827443174264019,5.5457154268344215,Resto
MAGDALENA,Interior,505,337165488.4270592,148910189.52258328,125080470.68267211,42431833.765998445,91220514.92536262,350743939.6020436,149002726.20148054,136307749.47983474,42941326.88085298,89626920.6222486,26613,I,06505,13179.42132048411,12.242927683818142,25.55337683779794,38.862467483968615,4.027236369395486,0.06214261038411195,8.976044570255988,Resto
MAIPU,Interior,511,183434410.65344816,71360479.06794219,88938768.97963306,58444194.15904924,3999505.7155025536,197132964.3170848,81851758.40077445,90278329.0625417,60585654.58788816,5094868.589907206,11323,I,06511,17409.95887283271,30.733396009019188,2.584483324520095,45.795653393275536,7.467821121913977,14.701806195616392,1.5061599101010594,Resto
MALVINAS ARGENTINAS,AMBA,515,4725245084.892361,1732670742.552493,2094767696.3106387,136504.3861342722,1536096433.5206203,5110992651.663447,1878498685.3454347,2271955416.5765305,130872.50117464717,1659399083.7580185,350674,C,06515,14574.769306146014,0.0025606082828558323,32.46725630133596,44.45233189363106,8.163546225452006,8.416367819434312,8.458585674104082,Resto
MAR CHIQUITA,Interior,518,501260839.1354401,243396171.88114458,191424655.70670742,128381603.52240919,26857460.965371978,546712747.4844981,272599112.80084145,202853638.92746505,133810273.08748046,25819101.30673871,33110,I,06518,16512.012911038906,24.47542584349098,4.722608248213712,37.104245302642575,9.067516310959409,11.998110197870027,5.970486496926825,Resto
MARCOS PAZ,Interior,525,782638838.9388556,327394129.2735075,307243718.5688743,37553212.82588821,138145066.23157814,791115742.9366219,317875459.5489617,320499470.78500617,38112573.80541649,147140522.37029755,67011,C,06525,11805.759396765037,4.817572415376618,18.599114438566456,40.51233636121461,1.0831182374311636,-2.907403912729849,4.314409511080158,Resto
MERCEDES,Interior,532,940689009.7160591,319224339.1964358,456819655.23112017,70390929.56715631,203490845.41579548,982166648.5909603,333204571.01581985,475670830.18627936,74807436.63345976,212543112.67833394,72980,I,06532,13458.024782008226,7.616572680489639,21.64022907754538,48.43076588567613,4.409282817859319,4.3794379384027025,4.126612053420021,Resto
MERLO,AMBA,539,5890244876.955216,1736174735.071811,2936601121.5099154,5246207.445095017,1577954506.3989758,6194615929.858339,1840730529.331457,3068960162.9282675,5190073.202708551,1680841553.3173058,582486,C,06539,10634.78938525276,0.08378361566682697,27.13391067903937,49.542379990593695,5.167375198507168,6.022193051629757,4.50721892220408,Resto
MONTE,Interior,547,444207753.01410365,237966061.09640503,138060457.31821772,121058593.2523063,88702067.76891144,462940442.6073621,244287326.36167827,146286320.6990521,119517323.25871097,94499327.03200737,24868,I,06547,18615.90970755035,25.81699766509237,20.412847600821074,31.59938239034416,4.217100999735067,2.6563726088286037,5.958160316588296,Agroindustrial
MONTE HERMOSO,Interior,553,147470098.45167658,69799111.64427443,61613289.74500524,1297574.849690147,2758532.736993582,167746139.2784372,82330848.44201404,67871760.31834483,1409268.6258695582,2517779.815360153,8465,I,06553,19816.43700867539,0.8401198572626175,1.5009465053505402,40.46099696261049,13.749255638697992,17.954006150689427,10.157663386001783,Resto
MORENO,AMBA,560,5175038801.813158,1432949989.2462518,2645622637.333988,3373096.06637892,1228731626.6611748,5485668596.995766,1508623713.4880233,2817478863.997597,3439909.3779185116,1313162385.1131656,576632,C,06560,9513.292007720289,0.06270720363607789,23.938055350852235,51.36071955824297,6.002463113392957,5.280974549682415,6.495870735245511,Resto
MORON,AMBA,568,4496805806.409235,1234404494.9948213,2486848371.126346,30721.604799795088,978939700.1421309,4763104726.032835,1324053763.386066,2621887187.772952,28729.832593765783,1019255472.0772152,331183,C,06568,14382.093060431347,6.031744890416195e-4,21.398972533743716,55.045759826421204,5.921957297867919,7.262552004205134,5.430118627837532,Resto
NAVARRO,Interior,574,391693718.0534847,224816178.3083015,109466126.89589277,123367727.22349727,69428609.1025022,395835261.5373361,221963664.18870023,113804136.31701985,122194182.06104985,71682595.87275222,19899,I,06574,19892.218781714462,30.869958776910075,18.10919916390292,28.750378598164776,1.0573423297245519,-1.2688206609799613,3.962878329707165,Agroindustrial
NECOCHEA,Interior,581,1760996907.887633,636775612.4559253,897629508.7169118,419354179.57314986,94994845.32547244,1611458579.0517242,487638126.34934235,899476929.1267816,255115135.4051674,102129081.25121106,102110,I,06581,15781.594153870572,15.831318205851245,6.337679576679517,55.81756433702975,-8.491686053854828,-23.420728305122648,0.20581101578428798,Resto
9 DE JULIO,Interior,588,1180868603.5313287,637221318.6493583,400181268.4906994,505041096.95760554,96981071.90647095,1173534662.7326963,605430130.1770214,419819541.76981235,468531433.94778454,99901386.57297088,52607,I,06588,22307.576230020648,39.92480570252275,8.512862018096698,35.77393622036006,-0.6210632391021829,-4.989034036042746,4.907344452472629,Resto
OLAVARRIA,Interior,595,2726244731.587235,1362429960.819921,933488604.7481453,274673174.96094155,805039294.4116505,2948300007.972114,1468395668.259687,1023133901.6887959,280977775.8440498,845428301.4480884,125751,I,06595,23445.539263879524,9.530162299775952,28.67511105254132,34.702503100847025,8.145096946435814,7.777699440490499,9.603255624618667,Resto
PATAGONES,Interior,602,514464813.06532633,194861314.74058205,250307445.2492406,154942028.00629532,12718370.66861435,520303392.1192149,183571066.18472928,264773540.39255878,136987773.84978306,13382167.057876486,37646,I,06602,13820.947567316976,26.328441429494973,2.5719930449368062,50.888297943652915,1.1348840398045223,-5.79399177865726,5.779330746200433,Resto
PEHUAJO,Interior,609,984241154.1785117,528437825.87700903,346078249.20938796,451707110.81398785,33660076.359501705,1067104185.6639993,569545045.1544418,378135174.0314069,481471633.09359306,37641613.00936769,44783,I,06609,23828.331859500242,45.1194587709353,3.527454349356283,35.43563778602503,8.418976501205995,7.779007721336034,9.262912331316,Resto
PELLEGRINI,Interior,616,210029097.36721975,136704236.9038403,52111211.771348536,127978108.03864972,2830579.3117324044,236976315.7752381,153810742.3577271,59247631.97998817,143473398.9337625,3102873.7262826096,7143,I,06616,33176.02068811957,60.54334943321546,1.3093602692454518,25.00149932121572,12.83023102313448,12.5135151925977,13.694596548536486,Resto
PERGAMINO,Interior,623,1988973457.571099,871495997.6901302,817041167.3935437,422596259.32470423,367863728.0669187,2125753763.4397473,937469508.8466327,860761410.4718103,439581220.5715757,421734033.52213776,115340,I,06623,18430.325675739095,20.678840048730567,19.839270228538464,40.49205628967044,6.876929671835948,7.570145053030992,5.351045311185393,Resto
PILA,Interior,630,119155487.03729354,82804793.78266373,23635057.21572908,76023233.71911736,1497156.9840063318,121488011.44213057,82639635.18165149,25453209.18441247,77241439.39149095,808275.993201679,4642,I,06630,26171.48027620219,63.579474612014735,0.6653133783383162,20.951210643971088,1.9575467843180303,-0.19945536178223408,7.692606588967392,Resto
PILAR,Interior,638,6085754926.750498,2861026050.419959,2246602240.9216332,15136754.604802473,1446088559.5809088,6543340723.496162,3059063685.464176,2438853884.1303296,14934821.558345012,1551116021.9687574,394754,C,06638,16575.74267390872,0.2282445953749022,23.705261387335838,37.272304579414126,7.518965227046919,6.921909537144827,8.55744019599251,Resto
PINAMAR,Interior,644,484432632.8650128,90589806.95073147,323061577.2432918,0,20046945.221709788,546228028.4693415,135505833.03298622,332574783.64085454,0,23690350.779687036,39449,I,06644,13846.435358801022,0,4.3370807693762865,60.88570456056726,12.756241304154251,49.58176597802329,2.944703755469664,Resto
PRESIDENTE PERON,Interior,648,914989659.1460778,283227247.3935503,450880335.6533047,3506165.243351628,144316464.95657402,923288485.8865833,265894388.6622024,468648541.1411165,3596061.4996592076,152422889.50910878,102106,C,06648,9042.450844089313,0.38948406209204556,16.508696018530483,50.75862509983529,0.9069858503374267,-6.119770922768428,3.9407807532937755,Resto
PUAN,Interior,651,381093814.43888134,184999233.3432942,152691226.1176154,143869582.04210955,23121179.936105717,357332740.26039547,159161007.05730528,154756297.94519436,115824408.74071483,24179426.809817724,16613,I,06651,21509.224117281374,32.41360101968582,6.766641867800217,43.308737350073315,-6.2349671598505045,-13.966666682365203,1.352449567723212,Resto
PUNTA INDIO,Interior,655,142746610.8682501,48014570.041026816,71689932.72407691,25474952.017197832,11676902.733152224,156520391.13230276,57033392.30004407,74368667.11945967,26589914.251870017,14302285.693860872,12297,I,06655,12728.339524461475,16.9881470775231,9.137650110886517,47.513724302284494,9.649111933568324,18.783511445194605,3.736555878344568,Resto
QUILMES,AMBA,658,7297989253.567154,1988199809.6401165,3923989572.0078554,29974.990007717402,1700649671.0376656,7631098112.044876,2099138963.2741895,4073364965.7565513,29136.914284576724,1792364642.8700867,633391,C,06658,12048.005279590136,3.818181060807907e-4,23.487637251590698,53.378490303082046,4.56439228538057,5.579879501857215,3.806722495245123,Resto
RAMALLO,Interior,665,697447466.3771745,336926300.5926954,242738421.7927061,104925326.26284659,205836093.5464411,778147604.6552994,386598439.31863606,260784359.85682812,131738857.12867294,234069412.22062725,39730,I,06665,19585.894907004767,16.929803078559893,30.08033576410151,33.51348231321091,11.570783774914867,14.742731166596718,7.434314654782135,Resto
RAUCH,Interior,672,268518662.7512748,113818562.75520644,118950938.21597901,88150047.67027885,15436767.724295296,271782036.9612925,108886247.80613649,125539375.28748228,83292292.21992098,16390923.624004815,16635,I,06672,16337.96434994244,30.64672454117472,6.030907637335586,46.19119669978842,1.2153249150657734,-4.3334890457877675,5.538785292757131,Resto
RIVADAVIA,Interior,679,619619994.1750959,393487530.06940746,163347833.8911879,356205889.61044884,19412557.844048407,731654193.8666643,484862983.2128842,172254061.06203577,445850836.55989236,21315047.67211216,19849,I,06679,36861.01032125872,60.93737182092113,2.9132680234450468,23.54309761442126,18.081114351501878,23.221943812897692,5.452308095362093,Resto
ROJAS,Interior,686,789747692.9271535,466744286.5470888,222243263.03604904,291241534.9134811,148957486.279267,794004098.4371612,458141530.6694323,231830253.08130038,272768068.8248212,151581035.03511477,25627,I,06686,30983.107598905888,34.35348373663445,19.090711916156582,29.197614160633684,0.53895763775284,-1.8431411215118552,4.313737079938517,Agroindustrial
ROQUE PEREZ,Interior,693,370226516.44226116,232153257.33033597,93552220.97374427,188029462.53340387,38401578.36188256,386363559.566608,240924285.49902982,98074871.5423583,194379714.9720058,39658925.53972844,13977,I,06693,27642.810300250985,50.31005387517538,10.264665121165846,25.38408944476309,4.358694584984842,3.7781197944654945,4.834359378686816,Resto
SAAVEDRA,Interior,700,423100021.1515999,179313029.07394612,189216252.37121373,113610750.2806071,39549732.12847325,425750434.0026941,174528027.85353503,194055354.84850076,105746031.51841019,43885955.43951829,22347,I,06700,19051.793708448295,24.837562823891577,10.307906213253698,45.57960235626508,0.6264270192850034,-2.6685184256397934,2.557445471329511,Resto
SALADILLO,Interior,707,599530554.5644403,276206474.79215497,237353832.33596665,179370359.65105996,73202955.53072849,630876820.2148442,287728730.4240473,250548310.06655827,178242387.41183972,84659175.87797658,35656,I,06707,17693.426638289326,28.253120371602733,13.419287754009732,39.71429953334383,5.228468409450304,4.171609532529173,5.558990811623076,Agroindustrial
SALLIQUELO,Interior,721,219050413.21956486,117466776.3487142,74342404.50791863,90026552.16657397,21164590.413821664,237148335.10697857,129678873.90869966,77787561.49956387,100836935.47227825,22087680.930163767,9427,I,06721,25156.28886252027,42.52061707571774,9.313867171026068,32.80122606151698,8.261989384732768,10.396214095236923,4.634174821824984,Resto
SALTO,Interior,714,884562560.3327639,497491279.1219028,257829417.68762562,273848097.3921224,187436338.56399256,963529042.310405,534460499.16386926,289888433.4541527,291426627.03157884,198797104.49515298,39425,I,06714,24439.544510092706,30.245754329602708,20.63218603338265,30.086112688315204,8.927178869964232,7.431129266671563,12.4341962426368,Agroindustrial
SAN ANDRES DE GILES,Interior,728,495061261.7044654,258704116.00700638,162042374.46115276,130736820.45613709,101513531.26680641,518149944.54530877,268172835.54469383,171631979.86145058,137201876.53096434,104141676.08582814,26510,I,06728,19545.45245361406,26.479183868554276,20.098752722479862,33.12399850048474,4.663803174853648,3.6600575529424564,5.917961540730684,Agroindustrial
SAN ANTONIO DE ARECO,Interior,735,522397044.08382714,243363985.619416,207165843.80707866,103784581.29115894,81206962.35533442,534876068.1454544,244773300.43377373,214015167.95373553,121801192.01632357,82596694.10657014,26897,I,06735,19886.08648345371,22.7718530086115,15.442211574907995,40.01210386843035,2.3888006647343905,0.5790975237238596,3.3062033879654615,Resto
SAN CAYETANO,Interior,742,376829661.16927505,256829659.84395054,84389457.52506573,240679039.614343,7351471.236408247,320842272.26732826,205128605.6061811,82497556.5670259,185508566.42473334,7498563.923416095,8994,I,06742,35672.92331191108,57.819240935360966,2.3371496126196964,25.712807724503428,-14.857479299326382,-20.13048425527759,-2.2418688465652172,Resto
SAN FERNANDO,AMBA,749,2543884558.833536,879970897.4542716,1244734577.5678704,2345747.6356924255,580784133.8936995,2756724619.7743397,1003621525.0879037,1305018881.3728728,2339477.738529547,630189484.0035254,171616,C,06749,16063.331040079827,0.08486439747184658,22.86008110796034,47.33947206811318,8.366734260865927,14.051672389547155,4.843145268993332,Resto
SAN ISIDRO,AMBA,756,5187455570.520703,1521105188.3575673,2875667194.4959884,0,1087738279.7499478,5387114348.698778,1559441389.2684603,3001182683.7929497,0,1126761170.608896,297282,C,06756,18121.226137804435,0,20.915857686983344,55.710395019141664,3.8488768812343506,2.520285987078051,4.364743233751016,Resto
SAN MIGUEL,AMBA,760,3514911343.604554,966134783.0371561,1867341276.1105177,0,814402607.7796384,3800460013.8058653,1091986815.3732107,1982018650.2653306,0,879895887.3939724,328835,C,06760,11557.346431510834,0,23.152352194144655,52.15207219824141,8.123922406204418,13.026343171335183,6.141211337312381,Resto
SAN NICOLAS,Interior,763,5139889012.045361,3089797714.66667,1073998671.5849748,66033791.42971091,2735487954.3689117,5140576884.767566,3010646797.419623,1152897265.2722006,63871886.70111343,2687367693.1788254,168041,I,06763,30591.206222097975,1.2425042584301593,52.27755081617335,22.427390760138966,0.013383026765619418,-2.5616860570299766,7.346246859950922,Resto
SAN PEDRO,Interior,770,999919862.2047756,432332533.00415444,413070482.2272332,239276700.72671303,128260161.61513881,1086090747.6547637,480570112.9467087,438101496.27231675,275549556.9202032,140096040.1736646,68613,I,06770,15829.226934469614,25.37076736131006,12.899109993909738,40.33746693987824,8.617779154820012,11.157517942812484,6.059744068401826,Resto
SAN VICENTE,Interior,778,1113802736.2661886,493359332.5061793,432633929.94126207,18840249.566023782,166356406.46462968,1159464227.3438573,494847269.46256995,466891079.8450997,18319042.59684166,173030289.5639377,98215,C,06778,11805.368093914954,1.579957549773449,14.923296940374067,40.26782964358208,4.099603061736059,0.30159294825380495,7.918276291572567,Resto
SUIPACHA,Interior,784,223930441.18679315,104192907.84189358,88915871.57595849,64041482.4738643,31042917.806396607,235835650.00046062,111014235.16068585,91577711.15712298,67550032.04369813,34427048.73733652,11786,I,06784,20009.81248943328,28.64284176016908,14.597898467542661,38.83115684882422,5.3164762908392,6.546824980778173,2.993660787422586,Agroindustrial
TANDIL,Interior,791,2280291480.145057,856887561.4047045,1105417363.4550486,486457675.42535716,210771847.51657987,2431543034.9070425,912569044.6962566,1179029813.5052426,470485620.29731816,230154707.0763276,145575,I,06791,16703.026171437694,19.34926149951135,9.465376667089355,48.488955226339094,6.632992145037689,6.498108479982247,6.659244958855529,Resto
TAPALQUE,Interior,798,165030719.11743787,74036003.13101152,69182888.67564146,62638885.83062704,3293770.563404274,177867604.6290837,82888375.17078052,71374812.64304255,68674027.81846452,3656813.643397545,10783,I,06798,16495.187297513094,38.60963212591407,2.0559188678698876,40.128056366354095,7.778482442720824,11.956847567938212,3.168303621546869,Resto
TIGRE,AMBA,805,7066860400.715076,2792668562.2465396,3024197959.9647865,232864.06559135657,2212322853.4695673,7736685182.617766,3154520125.774707,3242476346.387429,224390.49851168244,2385430091.376771,446949,C,06805,17309.995508699576,0.0029003441811982613,30.83271498155548,41.910408267256294,9.478392722104886,12.95719686968792,7.217728115430126,Resto
TORDILLO,Interior,812,43231583.43556036,20616990.744531322,17444864.67883363,16132025.581933834,281012.25489226275,52877146.99650717,26906342.169804066,20056313.166115534,18994334.733218715,389530.8983970941,2542,I,06812,20801.39535661179,35.92163309127362,0.7366715500418826,37.930021389846104,22.311381620625074,30.50567128445261,14.969726251017878,Resto
TORNQUIST,Interior,819,282527843.65966034,143378492.16047946,102741837.59680904,77854435.56916775,20122080.679620333,315568088.68968624,168343734.15540254,107947044.97176944,75351376.19387802,21504596.92081927,14810,I,06819,21307.771012132765,23.878008865457485,6.8145663936146,34.207211958595444,11.694509327663631,17.412124802498415,5.066297719325643,Resto
TRENQUE LAUQUEN,Interior,826,1161227443.1281536,642237100.279246,386062708.70634335,535916114.6057936,62534131.960560374,1295499172.1637056,726241737.3999184,422550115.2327772,605964455.9134113,65657276.595315255,49499,I,06826,26172.22917965425,46.77459229104306,5.068106410724783,32.616780026732556,11.562913865852698,13.08000379986567,9.45116057665849,Resto
TRES ARROYOS,Interior,833,1448690657.5833173,774230184.480526,496517160.8282493,522890257.82501733,141613441.55533996,1322058766.9487195,637517936.868224,510625701.6917461,397823554.62490374,137036213.32641324,62426,I,06833,21178.01504098804,30.09121565322479,10.36536474416259,38.623525251472614,-8.74112702886088,-17.657829719468996,2.8415011557631016,Resto
TRES DE FEBRERO,AMBA,840,5679467414.413377,1905189486.8817146,2758837801.139914,51329.72579171667,1725162291.8262973,5993113394.008009,2046457387.3071074,2870823882.5123653,56833.9890643583,1828133706.802306,364176,C,06840,16456.640179495655,9.483216039459831e-4,30.50390651093132,47.9020451270395,5.522454073751001,7.4149002709757035,4.059175980776405,Resto
TRES LOMAS,Interior,847,194049109.89840811,100217451.81128475,72272306.62186314,89674175.71415813,5448433.323974167,201591852.0411096,111749608.0785895,66275087.099959895,102273385.37760758,5329729.413874978,9164,I,06847,21998.23789187141,50.73289636564849,2.6438218409681133,32.87587589921281,3.887027436843375,11.507133796437437,-8.29808788763499,Resto
25 DE MAYO,Interior,854,852423491.3664225,515185846.2324616,240225984.82096452,465443510.2348565,30372284.681563098,863335246.3435808,510680246.891069,251093466.72461107,452294078.5390775,31679887.82603428,35563,I,06854,24276.220969647693,52.38915942035783,3.669476945393547,29.08412088908086,1.280086141181647,-0.8745580598422662,4.5238577798924915,Resto
VICENTE LOPEZ,AMBA,861,5229469487.05202,1447172689.2595716,2989631666.136005,0,1181093667.299388,5288791208.604299,1451618134.5373702,3017586987.745507,0,1211856626.1199486,282280,C,06861,18735.975657518415,0,22.913678727728698,57.05626992489729,1.1343736051841775,0.3071813965804669,0.9350757796070952,Resto
VILLA GESELL,Interior,868,419790494.996938,80181768.48418224,272051485.51358956,0,20593721.253620006,458612933.68447894,92290780.35396913,293574115.035156,0,22911030.343261387,37463,I,06868,12241.7567649275,0,4.995722680386494,64.01348358769403,9.248050908781087,15.101951601598408,7.911233964017942,Resto
VILLARINO,Interior,875,488162182.37160903,199390393.73447344,220976497.44845518,140023094.7293422,24673973.469602052,501490061.5675955,199272073.96481138,231517787.6525035,135787290.06149486,25405812.510653637,32717,I,06875,15328.1187629549,27.076765915767243,5.06606500460612,46.16597723368789,2.730215423742252,-0.05934075731833795,4.770321878464546,Resto
ZARATE,Interior,882,2727321537.450937,1392138214.869743,841021878.0209461,53804882.17972778,1027604845.8871129,2910993103.3949385,1461534471.9452567,930932418.3082131,59155766.33195368,1075325436.96889,132221,I,06882,22016.117737688706,2.032150686408821,36.94015749177812,31.979890890930502,6.734503556763184,4.98486833665483,10.690630367290836,Resto
